engine_id,cycle,RUL,sequence_idx
74,52,114,12669
34,115,80,5740
4,57,132,598
27,37,119,4562
57,133,4,9734
63,77,97,10556
23,104,64,4001
27,134,22,4659
11,89,151,1905
47,186,28,7873
77,53,101,13188
28,32,133,4684
59,83,148,9910
92,291,50,16137
83,217,76,14401
62,93,87,10421
34,58,137,5683
55,33,160,9224
86,137,141,14982
62,137,43,10465
71,72,136,12142
30,158,36,5080
44,30,162,7198
64,147,136,10771
34,165,30,5790
49,87,128,8161
85,141,47,14827
94,205,53,16489
88,127,86,15370
86,271,7,15116
8,116,34,1446
65,99,54,10977
7,230,29,1330
60,61,111,10090
8,89,61,1419
47,38,176,7725
76,81,129,13035
92,204,137,16050
65,109,44,10987
37,115,55,6187
44,141,51,7309
43,44,163,7034
36,57,101,6000
67,282,31,11457
16,206,3,2837
56,151,124,9506
22,33,169,3757
18,160,35,3218
20,220,14,3573
18,74,121,3132
78,138,93,13398
20,167,67,3520
40,117,71,6594
90,32,122,15647
55,184,9,9375
37,54,116,6126
15,135,72,2588
83,263,30,14447
19,114,44,3338
28,43,122,4695
97,182,20,17256
80,93,92,13725
49,106,109,8180
19,129,29,3353
25,154,76,4308
10,135,87,1758
60,38,134,10067
86,123,155,14968
78,82,149,13342
41,170,46,6806
5,151,118,852
9,43,158,1494
64,252,31,10876
63,115,59,10594
14,162,18,2464
92,201,140,16047
72,95,118,12344
69,191,171,11820
38,171,23,6384
26,128,71,4483
71,199,9,12269
43,43,164,7033
59,128,103,9955
57,119,18,9720
31,132,102,5219
98,103,53,17350
55,170,23,9361
14,30,150,2332
89,210,7,15637
44,66,126,7234
46,168,88,7628
27,83,73,4608
86,202,76,15047
81,123,117,13911
27,49,107,4574
54,230,27,9193
3,109,70,500
78,92,139,13352
49,211,4,8285
69,102,260,11731
6,105,83,1046
72,207,6,12456
66,66,136,11068
15,180,27,2633
81,107,133,13895
88,211,2,15454
70,64,73,12026
83,155,138,14339
90,97,57,15712
82,65,149,14064
96,160,176,16927
82,191,23,14190
86,166,112,15011
33,171,29,5625
18,81,114,3139
59,160,71,9987
56,39,236,9394
89,71,146,15498
75,180,49,12934
5,76,193,777
97,81,121,17155
39,65,63,6443
46,68,188,7528
51,125,88,8554
23,122,46,4019
7,94,165,1194
76,172,38,13126
1,81,111,51
33,198,2,5652
46,239,17,7699
13,136,27,2304
86,108,170,14953
55,126,67,9317
90,115,39,15730
36,140,18,6083
6,172,16,1113
17,171,105,2982
4,115,74,656
19,30,128,3254
51,167,46,8596
29,133,30,4921
35,99,82,5890
7,87,172,1187
49,168,47,8242
100,142,58,17672
83,248,45,14432
55,143,50,9334
42,86,110,6909
36,62,96,6005
3,174,5,565
24,82,65,4118
35,108,73,5899
69,94,268,11723
46,206,50,7666
34,56,139,5681
5,139,130,840
22,164,38,3888
9,191,10,1642
96,248,88,17015
47,154,60,7841
77,109,45,13244
65,40,113,10918
16,35,174,2666
11,156,84,1972
99,44,141,17418
63,130,44,10609
7,49,210,1149
28,131,34,4783
24,56,91,4092
43,49,158,7039
77,154,0,13289
65,108,45,10986
5,64,205,765
57,130,7,9731
76,158,52,13112
9,34,167,1485
22,148,54,3872
34,37,158,5662
100,174,26,17704
92,340,1,16186
65,83,70,10961
29,77,86,4865
71,170,38,12240
15,167,40,2620
64,265,18,10889
61,59,126,10231
41,73,143,6709
78,172,59,13432
17,215,61,3026
67,195,118,11370
24,66,81,4102
7,198,61,1298
97,187,15,17261
30,185,9,5107
84,47,220,14495
38,125,69,6338
11,206,34,2022
53,30,165,8827
73,49,164,12482
45,41,117,7372
98,57,99,17304
16,54,155,2685
83,181,112,14365
70,89,48,12051
73,91,122,12524
6,84,104,1025
67,168,145,11343
5,210,59,911
72,198,15,12447
63,35,139,10514
94,117,141,16401
92,293,48,16139
34,143,52,5768
36,133,25,6076
34,91,104,5716
88,174,39,15417
86,104,174,14949
7,245,14,1345
8,114,36,1444
20,145,89,3498
73,188,25,12621
20,146,88,3499
90,123,31,15738
88,162,51,15405
98,95,61,17342
37,134,36,6206
66,168,34,11170
14,120,60,2422
49,130,85,8204
16,101,108,2732
1,110,82,80
25,63,167,4217
25,88,142,4242
78,208,23,13468
48,45,186,7917
49,104,111,8178
87,124,54,15218
7,259,0,1359
28,87,78,4739
49,121,94,8195
93,39,116,16197
9,121,80,1572
35,123,58,5914
12,135,35,2162
5,178,91,879
9,127,74,1578
82,42,172,14041
9,58,143,1509
11,80,160,1896
99,76,109,17450
46,205,51,7665
76,89,121,13043
65,126,27,11004
24,76,71,4112
64,280,3,10904
73,101,112,12534
10,222,0,1845
23,124,44,4021
86,262,16,15107
69,285,77,11914
71,121,87,12191
27,43,113,4568
82,213,1,14212
50,180,18,8440
28,90,75,4742
31,112,122,5199
86,213,65,15058
46,48,208,7508
15,152,55,2605
97,35,167,17109
69,88,274,11717
99,171,14,17545
83,143,150,14327
30,174,20,5096
31,192,42,5279
88,158,55,15401
20,133,101,3486
61,124,61,10296
69,209,153,11838
71,203,5,12273
21,56,139,3614
71,61,147,12131
12,81,89,2108
79,184,15,13646
25,155,75,4309
68,189,10,11648
100,172,28,17702
63,154,20,10633
33,141,59,5595
28,44,121,4696
52,211,2,8824
36,89,69,6032
32,31,160,5323
96,146,190,16913
51,136,77,8565
61,100,85,10272
88,80,133,15323
64,81,202,10705
51,171,42,8600
44,79,113,7247
95,178,105,16691
68,196,3,11655
4,95,94,636
5,90,179,791
25,171,59,4325
18,161,34,3219
60,112,60,10141
38,69,125,6282
85,75,113,14761
49,73,142,8147
85,82,106,14768
7,93,166,1193
1,75,117,45
62,104,76,10432
67,243,70,11418
6,35,153,976
76,93,117,13047
61,158,27,10330
34,49,146,5674
41,150,66,6786
46,163,93,7623
17,152,124,2963
33,109,91,5563
67,48,265,11223
9,133,68,1584
99,75,110,17449
64,271,12,10895
26,160,39,4515
95,90,193,16603
36,132,26,6075
73,32,181,12465
11,159,81,1975
22,188,14,3912
86,257,21,15102
91,54,81,15794
63,164,10,10643
26,56,143,4411
94,193,65,16477
56,239,36,9594
100,84,116,17614
42,66,130,6889
75,39,190,12793
86,211,67,15056
82,163,51,14162
16,209,0,2840
71,38,170,12108
71,116,92,12186
78,105,126,13365
51,58,155,8487
81,111,129,13899
37,140,30,6212
67,216,97,11391
48,148,83,8020
53,90,105,8887
48,138,93,8010
3,41,138,432
48,192,39,8064
75,73,156,12827
46,140,116,7600
65,96,57,10974
49,176,39,8250
10,209,13,1832
72,113,100,12362
62,112,68,10440
92,211,130,16057
79,157,42,13619
3,69,110,460
26,150,49,4505
95,98,185,16611
1,67,125,37
51,53,160,8482
4,35,154,576
56,261,14,9616
95,145,138,16658
37,131,39,6203
23,91,77,3988
72,53,160,12302
99,47,138,17421
63,128,46,10607
4,172,17,713
3,168,11,559
72,108,105,12357
52,73,140,8686
31,96,138,5183
63,145,29,10624
14,33,147,2335
29,111,52,4899
55,48,145,9239
26,65,134,4420
70,132,5,12094
33,96,104,5550
58,126,21,9835
30,147,47,5069
51,86,127,8515
5,180,89,881
92,115,226,15961
64,274,9,10898
29,112,51,4900
56,263,12,9618
3,176,3,567
66,59,143,11061
97,57,145,17131
13,77,86,2245
80,63,122,13695
51,77,136,8506
24,129,18,4165
62,161,19,10489
61,133,52,10305
79,158,41,13620
75,191,38,12945
92,92,249,15938
2,106,181,239
62,156,24,10484
67,125,188,11300
34,62,133,5687
82,108,106,14107
80,137,48,13769
9,146,55,1597
95,194,89,16707
53,186,9,8983
26,135,64,4490
36,158,0,6101
11,85,155,1901
49,43,172,8117
48,62,169,7934
35,97,84,5888
7,80,179,1180
83,60,233,14244
89,134,83,15561
82,124,90,14123
45,118,40,7449
25,148,82,4302
17,195,81,3006
59,111,120,9938
71,67,141,12137
16,150,59,2781
84,108,159,14556
96,299,37,17066
72,35,178,12284
72,112,101,12361
4,84,105,625
46,63,193,7523
35,39,142,5830
92,36,305,15882
42,152,44,6975
10,118,104,1741
84,168,99,14616
31,34,200,5121
51,123,90,8552
57,87,50,9688
67,209,104,11384
16,198,11,2829
72,75,138,12324
87,169,9,15263
85,167,21,14853
34,162,33,5787
96,303,33,17070
67,58,255,11233
89,189,28,15616
78,70,161,13330
25,65,165,4219
21,128,67,3686
36,37,121,5980
86,214,64,15059
13,87,76,2255
47,35,179,7722
79,135,64,13597
46,211,45,7671
51,202,11,8631
83,163,130,14347
37,144,26,6216
32,48,143,5340
20,60,174,3413
48,60,171,7932
81,59,181,13847
5,205,64,906
58,136,11,9845
21,135,60,3693
81,219,21,14007
5,59,210,760
18,60,135,3118
92,281,60,16127
79,148,51,13610
13,123,40,2291
76,52,158,13006
71,63,145,12133
51,174,39,8603
49,122,93,8196
36,44,114,5987
50,76,122,8336
66,115,87,11117
80,64,121,13696
2,162,125,295
44,108,84,7276
53,103,92,8900
31,55,179,5142
84,125,142,14573
33,147,53,5601
55,42,151,9233
48,136,95,8008
10,162,60,1785
67,176,137,11351
25,228,2,4382
97,46,156,17120
31,231,3,5318
35,63,118,5854
69,100,262,11729
7,184,75,1284
59,155,76,9982
8,32,118,1362
62,83,97,10411
94,195,63,16479
32,161,30,5453
34,108,87,5733
34,144,51,5769
26,99,100,4454
97,62,140,17136
99,85,100,17459
50,81,117,8341
46,46,210,7506
60,92,80,10121
3,158,21,549
49,135,80,8209
56,48,227,9403
41,184,32,6820
29,116,47,4904
84,222,45,14670
20,221,13,3574
43,52,155,7042
85,93,95,14779
45,76,82,7407
65,67,86,10945
25,198,32,4352
73,47,166,12480
44,145,47,7313
15,195,12,2648
15,133,74,2586
97,118,84,17192
53,161,34,8958
29,101,62,4889
95,102,181,16615
40,99,89,6576
18,102,93,3160
84,50,217,14498
100,61,139,17591
18,124,71,3182
39,88,40,6466
54,177,80,9140
20,127,107,3480
14,75,105,2377
28,151,14,4803
46,56,200,7516
68,166,33,11625
34,67,128,5692
69,235,127,11864
95,271,12,16784
66,52,150,11054
32,100,91,5392
96,219,117,16986
51,84,129,8513
71,69,139,12139
27,62,94,4587
75,107,122,12861
95,109,174,16622
62,85,95,10413
89,188,29,15615
96,156,180,16923
74,56,110,12673
32,107,84,5399
65,128,25,11006
83,134,159,14318
79,39,160,13501
59,41,190,9868
94,203,55,16487
57,127,10,9728
59,142,89,9969
76,189,21,13143
73,148,65,12581
32,80,111,5372
86,155,123,15000
88,56,157,15299
30,33,161,4955
9,162,39,1613
35,38,143,5829
52,158,55,8771
63,50,124,10529
94,178,80,16462
53,180,15,8977
11,199,41,2015
69,219,143,11848
96,182,154,16949
92,76,265,15922
34,131,64,5756
4,62,127,603
32,37,154,5329
83,150,143,14334
17,170,106,2981
62,64,116,10392
86,38,240,14883
42,189,7,7012
95,111,172,16624
2,110,177,243
56,156,119,9511
29,90,73,4878
82,92,122,14091
1,136,56,106
41,166,50,6802
61,38,147,10210
41,98,118,6734
51,44,169,8473
95,208,75,16721
96,254,82,17021
95,227,56,16740
29,42,121,4830
71,182,26,12252
32,52,139,5344
31,115,119,5202
46,143,113,7603
99,122,63,17496
94,71,187,16355
69,129,233,11758
77,101,53,13236
27,80,76,4605
62,63,117,10391
69,297,65,11926
54,88,169,9051
49,131,84,8205
74,129,37,12746
23,63,105,3960
80,166,19,13798
22,149,53,3873
2,46,241,179
26,91,108,4446
77,90,64,13225
16,205,4,2836
54,199,58,9162
98,41,115,17288
28,141,24,4793
45,105,53,7436
67,186,127,11361
35,167,14,5958
61,153,32,10325
87,137,41,15231
60,68,104,10097
96,104,232,16871
42,67,129,6890
73,111,102,12544
96,297,39,17064
99,86,99,17460
76,40,170,12994
68,32,167,11491
1,59,133,29
97,33,169,17107
34,78,117,5703
65,64,89,10942
16,170,39,2801
57,68,69,9669
52,41,172,8654
17,111,165,2922
86,270,8,15115
47,54,160,7741
27,139,17,4664
17,245,31,3056
96,332,4,17099
82,81,133,14080
94,142,116,16426
7,145,114,1245
86,253,25,15098
26,182,17,4537
33,100,100,5554
73,212,1,12645
23,156,12,4053
35,140,41,5931
18,181,14,3239
26,57,142,4412
1,138,54,108
99,60,125,17434
48,86,145,7958
96,257,79,17024
49,197,18,8271
30,47,147,4969
93,118,37,16276
40,59,129,6536
84,31,236,14479
58,78,69,9787
55,61,132,9252
74,80,86,12697
98,69,87,17316
88,37,176,15280
35,53,128,5844
85,147,41,14833
26,39,160,4394
35,82,99,5873
67,122,191,11297
78,193,38,13453
95,31,252,16544
66,153,49,11155
60,80,92,10109
77,35,119,13170
25,194,36,4348
100,196,4,17726
49,67,148,8141
63,31,143,10510
87,152,26,15246
60,43,129,10072
7,58,201,1158
31,63,171,5150
58,91,56,9800
62,139,41,10467
18,67,128,3125
11,49,191,1865
53,68,127,8865
61,134,51,10306
6,32,156,973
6,135,53,1076
25,145,85,4299
61,165,20,10337
21,95,100,3653
35,81,100,5872
29,50,113,4838
83,234,59,14418
46,138,118,7598
45,46,112,7377
90,33,121,15648
59,125,106,9952
56,176,99,9531
35,159,22,5950
95,261,22,16774
33,93,107,5547
59,95,136,9922
18,30,165,3088
67,150,163,11325
43,205,2,7195
47,120,94,7807
52,42,171,8655
27,155,1,4680
67,117,196,11292
93,34,121,16192
45,133,25,7464
16,194,15,2825
6,97,91,1038
66,195,7,11197
38,117,77,6330
1,40,152,10
15,194,13,2647
35,77,104,5868
87,104,74,15198
8,96,54,1426
92,109,232,15955
19,41,117,3265
93,133,22,16291
88,157,56,15400
28,162,3,4814
64,241,42,10865
72,151,62,12400
7,115,144,1215
85,126,62,14812
44,102,90,7270
87,44,134,15138
14,91,89,2393
48,176,55,8048
16,153,56,2784
95,254,29,16767
69,211,151,11840
56,203,72,9558
2,190,97,323
7,244,15,1344
79,189,10,13651
26,102,97,4457
2,239,48,372
46,154,102,7614
5,208,61,909
41,87,129,6723
76,85,125,13039
30,161,33,5083
20,46,188,3399
3,105,74,496
35,55,126,5846
85,125,63,14811
86,276,2,15121
85,118,70,14804
76,58,152,13012
46,125,131,7585
94,157,101,16441
48,146,85,8018
20,117,117,3470
31,215,19,5302
49,124,91,8198
18,165,30,3223
7,144,115,1244
25,211,19,4365
97,154,48,17228
7,95,164,1195
84,245,22,14693
30,31,163,4953
68,53,146,11512
8,93,57,1423
46,52,204,7512
52,57,156,8670
46,53,203,7513
2,123,164,256
96,335,1,17102
88,111,102,15354
2,155,132,288
38,74,120,6287
40,100,88,6577
55,82,111,9273
53,138,57,8935
80,107,78,13739
72,92,121,12341
75,211,18,12965
89,37,180,15464
89,115,102,15542
26,129,70,4484
93,95,60,16253
82,177,37,14176
52,131,82,8744
56,65,210,9420
7,132,127,1232
7,180,79,1280
43,191,16,7181
52,110,103,8723
63,104,70,10583
16,44,165,2675
73,36,177,12469
6,171,17,1112
83,284,9,14468
61,162,23,10334
64,219,64,10843
25,67,163,4221
84,257,10,14705
90,47,107,15662
31,43,191,5130
35,121,60,5912
33,70,130,5524
2,134,153,267
78,215,16,13475
81,57,183,13845
55,140,53,9331
96,262,74,17029
37,55,115,6127
56,262,13,9617
51,117,96,8546
2,268,19,401
35,30,151,5821
47,132,82,7819
40,30,158,6507
83,222,71,14406
17,237,39,3048
11,229,11,2045
82,132,82,14131
8,49,101,1379
46,229,27,7689
21,130,65,3688
85,166,22,14852
68,161,38,11620
60,95,77,10124
28,107,58,4759
72,52,161,12301
97,101,101,17175
70,82,55,12044
85,34,154,14720
97,91,111,17165
22,66,136,3790
4,79,110,620
54,122,135,9085
34,174,21,5799
4,111,78,652
20,111,123,3464
87,170,8,15264
78,175,56,13435
20,120,114,3473
47,185,29,7872
92,64,277,15910
50,50,148,8310
32,36,155,5328
44,51,141,7219
87,33,145,15127
67,268,45,11443
57,43,94,9644
30,97,97,5019
55,55,138,9246
37,80,90,6152
87,59,119,15153
15,63,144,2516
86,219,59,15064
85,113,75,14799
100,110,90,17640
58,95,52,9804
95,228,55,16741
31,199,35,5286
63,111,63,10590
70,46,91,12008
95,57,226,16570
72,141,72,12390
87,32,146,15126
21,45,150,3603
77,63,91,13198
98,54,102,17301
43,40,167,7030
17,105,171,2916
68,73,126,11532
9,55,146,1506
57,104,33,9705
89,179,38,15606
55,147,46,9338
9,197,4,1648
29,102,61,4890
4,189,0,730
41,130,86,6766
100,94,106,17624
60,45,127,10074
49,127,88,8201
96,38,298,16805
31,134,100,5221
16,78,131,2709
35,111,70,5902
58,111,36,9820
95,58,225,16571
96,116,220,16883
9,92,109,1543
18,68,127,3126
7,56,203,1156
73,185,28,12618
36,42,116,5985
1,62,130,32
43,197,10,7187
67,178,135,11353
38,87,107,6300
9,159,42,1610
5,238,31,939
66,117,85,11119
23,126,42,4023
68,44,155,11503
5,44,225,745
24,47,100,4083
94,183,75,16467
33,128,72,5582
17,66,210,2877
28,49,116,4701
15,198,9,2651
72,122,91,12371
50,101,97,8361
33,192,8,5646
10,198,24,1821
66,186,16,11188
45,82,76,7413
90,103,51,15718
43,156,51,7146
5,256,13,957
12,83,87,2110
69,304,58,11933
85,178,10,14864
92,246,95,16092
46,171,85,7631
98,105,51,17352
96,311,25,17078
48,51,180,7923
69,228,134,11857
100,81,119,17611
78,114,117,13374
64,107,176,10731
17,149,127,2960
27,115,41,4640
14,97,83,2399
44,142,50,7310
44,83,109,7251
33,33,167,5487
95,74,209,16587
71,161,47,12231
77,94,60,13229
15,172,35,2625
69,105,257,11734
18,90,105,3148
76,68,142,13022
68,47,152,11506
17,62,214,2873
81,115,125,13903
69,82,280,11711
1,106,86,76
59,49,182,9876
68,86,113,11545
70,43,94,12005
97,149,53,17223
88,175,38,15418
40,174,14,6651
29,159,4,4947
66,142,60,11144
1,123,69,93
76,196,14,13150
97,184,18,17258
16,100,109,2731
43,181,26,7171
41,155,61,6791
28,158,7,4810
53,119,76,8916
14,36,144,2338
74,131,35,12748
47,157,57,7844
60,78,94,10107
11,69,171,1885
68,143,56,11602
34,148,47,5773
25,169,61,4323
49,116,99,8190
73,89,124,12522
98,138,18,17385
75,95,134,12849
75,71,158,12825
16,128,81,2759
60,69,103,10098
47,162,52,7849
82,105,109,14104
14,163,17,2465
78,113,118,13373
32,101,90,5393
32,112,79,5404
76,51,159,13005
90,83,71,15698
51,52,161,8481
96,125,211,16892
21,63,132,3621
13,149,14,2317
73,171,42,12604
12,158,12,2185
26,122,77,4477
7,55,204,1155
69,95,267,11724
2,196,91,329
56,242,33,9597
83,193,100,14377
97,165,37,17239
40,44,144,6521
17,186,90,2997
81,212,28,14000
65,55,98,10933
26,37,162,4392
65,58,95,10936
91,62,73,15802
14,161,19,2463
17,35,241,2846
46,126,130,7586
12,164,6,2191
57,92,45,9693
41,32,184,6668
83,208,85,14392
49,89,126,8163
81,128,112,13916
46,133,123,7593
38,89,105,6302
72,118,95,12367
35,118,63,5909
50,183,15,8443
99,183,2,17557
68,185,14,11644
64,122,161,10746
96,193,143,16960
46,121,135,7581
23,150,18,4047
62,51,129,10379
64,55,228,10679
31,211,23,5298
13,154,9,2322
25,86,144,4240
41,109,107,6745
15,39,168,2492
46,152,104,7612
42,79,117,6902
31,147,87,5234
19,48,110,3272
31,186,48,5273
17,78,198,2889
81,224,16,14012
5,87,182,788
19,123,35,3347
66,125,77,11127
100,68,132,17598
57,118,19,9719
98,118,38,17365
89,51,166,15478
37,124,46,6196
46,234,22,7694
78,222,9,13482
19,153,5,3377
4,42,147,583
2,216,71,349
59,42,189,9869
48,133,98,8005
19,125,33,3349
92,268,73,16114
5,100,169,801
20,178,56,3531
63,120,54,10599
67,100,213,11275
31,86,148,5173
51,63,150,8492
62,71,109,10399
97,166,36,17240
53,105,90,8902
18,33,162,3091
76,205,5,13159
46,249,7,7709
42,30,166,6853
16,125,84,2756
39,80,48,6458
9,165,36,1616
42,119,77,6942
96,281,55,17048
79,187,12,13649
83,137,156,14321
30,165,29,5087
69,299,63,11928
48,205,26,8077
59,191,40,10018
67,258,55,11433
90,46,108,15661
14,99,81,2401
67,223,90,11398
54,38,219,9001
54,39,218,9002
94,165,93,16449
92,221,120,16067
22,154,48,3878
42,89,107,6912
99,114,71,17488
10,79,143,1702
56,103,172,9458
33,187,13,5641
78,159,72,13419
81,150,90,13938
26,166,33,4521
55,57,136,9248
20,188,46,3541
69,124,238,11753
47,77,137,7764
55,54,139,9245
92,254,87,16100
94,48,210,16332
13,43,120,2211
59,161,70,9988
77,98,56,13233
18,75,120,3133
76,199,11,13153
73,82,131,12515
67,204,109,11379
100,179,21,17709
35,147,34,5938
25,166,64,4320
66,101,101,11103
12,80,90,2107
72,149,64,12398
17,223,53,3034
73,78,135,12511
93,100,55,16258
27,138,18,4663
62,118,62,10446
79,82,117,13544
14,65,115,2367
56,246,29,9601
3,49,130,440
93,125,30,16283
89,116,101,15543
61,51,134,10223
5,131,138,832
84,218,49,14666
17,253,23,3064
46,254,2,7714
81,222,18,14010
7,124,135,1224
85,37,151,14723
15,139,68,2592
18,189,6,3247
41,213,3,6849
48,151,80,8023
72,144,69,12393
62,127,53,10455
71,193,15,12263
16,60,149,2691
97,160,42,17234
54,76,181,9039
79,128,71,13590
88,166,47,15409
75,185,44,12939
59,65,166,9892
93,114,41,16272
18,138,57,3196
59,143,88,9970
3,95,84,486
74,144,22,12761
59,227,4,10054
5,82,187,783
40,119,69,6596
63,30,144,10509
53,106,89,8903
18,180,15,3238
68,61,138,11520
5,172,97,873
64,144,139,10768
11,231,9,2047
1,134,58,104
60,97,75,10126
63,81,93,10560
11,99,141,1915
39,121,7,6499
34,59,136,5684
41,92,124,6728
21,74,121,3632
1,139,53,109
12,111,59,2138
88,141,72,15384
52,102,111,8715
85,176,12,14862
54,146,111,9109
65,68,85,10946
73,50,163,12483
19,100,58,3324
96,324,12,17091
26,125,74,4480
70,74,63,12036
83,99,194,14283
58,64,83,9773
95,191,92,16704
84,45,222,14493
28,159,6,4811
97,117,85,17191
58,58,89,9767
37,59,111,6131
95,164,119,16677
67,80,233,11255
74,116,50,12733
96,77,259,16844
44,164,28,7332
57,55,82,9656
10,211,11,1834
100,48,152,17578
67,167,146,11342
52,65,148,8678
84,174,93,14622
53,66,129,8863
58,65,82,9774
52,197,16,8810
95,139,144,16652
17,192,84,3003
49,141,74,8215
82,123,91,14122
32,97,94,5389
95,89,194,16602
7,209,50,1309
20,122,112,3475
5,88,181,789
88,112,101,15355
92,289,52,16135
47,53,161,7740
19,60,98,3284
69,168,194,11797
15,61,146,2514
99,117,68,17491
91,33,102,15773
87,109,69,15203
68,30,169,11489
37,155,15,6227
87,35,143,15129
52,133,80,8746
30,84,110,5006
37,142,28,6214
70,73,64,12035
31,170,64,5257
59,181,50,10008
62,110,70,10438
71,111,97,12181
19,77,81,3301
94,158,100,16442
41,207,9,6843
53,88,107,8885
48,118,113,7990
32,114,77,5406
4,171,18,712
79,134,65,13596
26,54,145,4409
78,148,83,13408
35,129,52,5920
94,169,89,16453
32,119,72,5411
81,134,106,13922
3,159,20,550
91,101,34,15841
18,183,12,3241
71,140,68,12210
97,124,78,17198
65,80,73,10958
51,64,149,8493
90,109,45,15724
19,40,118,3264
30,139,55,5061
50,184,14,8444
12,71,99,2098
42,178,18,7001
44,124,68,7292
21,113,82,3671
81,136,104,13924
53,177,18,8974
26,61,138,4416
100,76,124,17606
57,30,107,9631
55,160,33,9351
88,67,146,15310
17,123,153,2934
85,50,138,14736
40,120,68,6597
56,70,205,9425
56,102,173,9457
29,45,118,4833
92,78,263,15924
78,205,26,13465
71,52,156,12122
94,243,15,16527
73,140,73,12573
67,112,201,11287
1,86,106,56
20,59,175,3412
17,44,232,2855
2,267,20,400
17,175,101,2986
40,128,60,6605
89,114,103,15541
75,125,104,12879
80,163,22,13795
40,77,111,6554
44,90,102,7258
64,160,123,10784
34,156,39,5781
78,195,36,13455
52,32,181,8645
80,157,28,13789
44,65,127,7233
54,91,166,9054
3,128,51,519
10,132,90,1755
26,153,46,4508
78,145,86,13405
79,149,50,13611
31,176,58,5263
6,128,60,1069
50,80,118,8340
50,159,39,8419
67,67,246,11242
40,134,54,6611
78,33,198,13293
4,124,65,665
65,133,20,11011
4,175,14,716
73,202,11,12635
10,76,146,1699
11,61,179,1877
96,145,191,16912
44,152,40,7320
86,173,105,15018
41,164,52,6800
86,212,66,15057
43,75,132,7065
43,150,57,7140
72,101,112,12350
70,61,76,12023
42,38,158,6861
49,94,121,8168
85,42,146,14728
53,32,163,8829
49,54,161,8128
40,115,73,6592
75,132,97,12886
1,121,71,91
15,124,83,2577
89,68,149,15495
50,124,74,8384
53,156,39,8953
83,290,3,14474
97,70,132,17144
86,197,81,15042
22,172,30,3896
79,140,59,13602
7,249,10,1349
53,111,84,8908
54,228,29,9191
22,53,149,3777
83,88,205,14272
85,100,88,14786
68,122,77,11581
23,153,15,4050
79,78,121,13540
99,71,114,17445
78,231,0,13491
16,131,78,2762
20,228,6,3581
43,115,92,7105
38,159,35,6372
68,60,139,11519
85,186,2,14872
30,140,54,5062
21,44,151,3602
60,90,82,10119
42,125,71,6948
47,69,145,7756
55,130,63,9321
86,266,12,15111
36,74,84,6017
64,118,165,10742
17,145,131,2956
82,189,25,14188
82,66,148,14065
46,60,196,7520
6,162,26,1103
54,210,47,9173
97,65,137,17139
87,93,85,15187
78,66,165,13326
9,107,94,1558
15,35,172,2488
86,241,37,15086
94,163,95,16447
20,170,64,3523
26,187,12,4542
96,181,155,16948
20,47,187,3400
61,78,107,10250
99,88,97,17462
52,144,69,8757
70,54,83,12016
13,104,59,2272
14,72,108,2374
80,45,140,13677
55,102,91,9293
2,159,128,292
17,59,217,2870
61,44,141,10216
60,103,69,10132
55,69,124,9260
95,176,107,16689
29,91,72,4879
78,146,85,13406
96,205,131,16972
82,195,19,14194
26,63,136,4418
70,119,18,12081
2,223,64,356
4,145,44,686
27,59,97,4584
5,136,133,837
42,190,6,7013
93,110,45,16268
53,99,96,8896
55,124,69,9315
10,103,119,1726
96,162,174,16929
86,254,24,15099
14,60,120,2362
71,44,164,12114
95,175,108,16688
61,170,15,10342
54,110,147,9073
25,69,161,4223
75,146,83,12900
82,209,5,14208
45,48,110,7379
48,229,2,8101
42,144,52,6967
37,94,76,6166
39,83,45,6461
17,250,26,3061
5,188,81,889
5,265,4,966
59,97,134,9924
11,147,93,1963
69,155,207,11784
81,113,127,13901
98,111,45,17358
78,203,28,13463
80,62,123,13694
16,204,5,2835
44,45,147,7213
73,141,72,12574
73,125,88,12558
13,100,63,2268
22,46,156,3770
69,351,11,11980
84,122,145,14570
1,162,30,132
86,231,47,15076
41,203,13,6839
2,260,27,393
40,81,107,6558
61,48,137,10220
23,31,137,3928
57,100,37,9701
50,141,57,8401
23,139,29,4036
95,185,98,16698
60,163,9,10192
49,109,106,8183
2,92,195,225
91,65,70,15805
97,86,116,17160
41,141,75,6777
27,88,68,4613
58,51,96,9760
85,183,5,14869
51,164,49,8593
54,106,151,9069
74,40,126,12657
79,179,20,13641
95,220,63,16733
30,86,108,5008
67,114,199,11289
20,50,184,3403
20,162,72,3515
22,159,43,3883
41,119,97,6755
93,45,110,16203
17,97,179,2908
25,107,123,4261
48,199,32,8071
14,121,59,2423
67,92,221,11267
31,177,57,5264
76,106,104,13060
77,105,49,13240
20,195,39,3548
61,97,88,10269
69,239,123,11868
84,105,162,14553
86,106,172,14951
61,87,98,10259
84,247,20,14695
91,128,7,15868
95,77,206,16590
93,143,12,16301
33,47,153,5501
48,175,56,8047
5,108,161,809
99,145,40,17519
15,197,10,2650
84,195,72,14643
100,121,79,17651
88,98,115,15341
18,132,63,3190
21,62,133,3620
21,92,103,3650
54,97,160,9060
84,219,48,14667
92,151,190,15997
24,34,113,4070
50,30,168,8290
94,33,225,16317
86,186,92,15031
19,146,12,3370
97,150,52,17224
76,134,76,13088
97,53,149,17127
69,307,55,11936
83,164,129,14348
76,161,49,13115
56,229,46,9584
74,72,94,12689
